id,ip,name,devicetype_id,location_id
3841,10.157.0.11,Oukloof->DMR Oukloof M2 (10.157.0.11) - snowisp-oukloof-walter-dmr-bb,2,85
3842,10.41.0.180,Snowisp-dist-Pokkraal-RSV-Sec2 (10.41.0.180) 3.5,2,92
3843,10.41.0.179,Snowisp-dist-Pokkraal-WCR-Sec1 (10.41.0.179) 3.5,2,92
3844,10.41.0.182,BRE0006-2 PtP M2 (10.41.0.182),2,92
3845,10.36.0.218,Ribbokkop->Ribtiel Ignite (10.36.0.218) - snowisp-rib-tiel,25,94
3846,10.36.0.219,Ribtiel->Ribbokkop Ignite (10.36.0.219) - snowisp-rib-tiel,25,95
3847,192.168.0.50,Ribtiel->Blackheath 17 GHz (0.50),25,95
3848,10.75.0.138,Simonsberg->Hanskop Starlink (10.75.0.138),25,101
3849,10.36.50.218,Snowball->NGDC Ignite (10.36.50.218) - snowisp-kwv-snowball,25,103
3850,192.168.3.3,3.3 - InternalOmni - nic_0717_b L2TP,25,117
3851,10.42.50.42,Vensterbank->Ashton AirFibre (10.42.50.42) - Snowisp-BB-Venster-Ashton,14,120
3852,10.71.200.18,Wiesenhof->Zandwyk Siklu 80GHz (10.71.200.18),25,128
3853,10.41.0.43,snowisp-wies-stel-3.5 (10.41.0.43),2,128
3854,10.41.0.42,snowisp-wies-3.5 (10.41.0.42),2,128
3855,10.71.200.18,Zandwyk->Wiesenhof Siklu 80GHz (10.71.200.18),25,133
3856,10.71.0.179,Smartie->Du Toitskloof AirFibre2X (10.71.0.179) - snowisp-dutoits-smartie-2x,14,142
3857,10.75.0.18,Warehouse->La Farge 2X (10.75.0.18) - snowisp-farge-wh-bb,14,1010
3858,10.36.200.50,Paarl POP->Picardie 2X (10.36.200.50) - snowisp,14,1018
3859,192.168.119.11,MonkeyTown 2.4 Sec UBNT (119.11) - snowisp-monkeytown-2.4,2,1029
3860,10.36.50.106,Old College->Dorp Straat Ignite (10.36.50.106) - snowisp-college-isizwe,25,1036
3861,192.168.80.106,Old College->Andringa Other (80.106) - WOZ_AWK_B,25,1036
3862,10.157.0.12,Oukloof DMR->Oukloof M2 (10.157.0.12) - snowisp-oukloof-walter-dmr-bb,2,1037
3863,10.36.200.51,Picardie->Paarl POP 2X (10.36.200.51) - snowisp,14,1039
3864,10.71.0.114,St Tropez->Goudahof Ignite (10.71.0.114) - snowisp-st-gouda,25,1045
3865,10.75.0.99,Simonsberg->Bottelary2 DragonWave (10.75.0.99),25,101
3866,10.75.3.7,snowisp-lafarge-tygervalley1 (10.75.3.7) Prism,22,61
3867,10.71.0.34,Percy Holmes->Glencairn Prism (10.71.0.34) - snowisp-bb-percy-glencairn,22,89
3868,10.36.0.147,Percy Holmes->Muizenberg Prism (10.36.0.147) - snowisp-muiz-bb-percy,22,89
3869,192.168.87.56,Kirk Marketing ODU Prism (87.56),22,94
3870,192.168.87.10,Kirk Marketing PtP Prism (87.10) - snowisp-rib-kirk-ptp,22,94
3871,192.168.87.5,Ribbokkop dist Blackheath UBNT (87.5) - snowisp-blackheath,22,94
3872,10.36.15.17,2Oceans Complex PtP Prism (10.36.15.17) - snowisp-ribtiel-2oceans-ap,22,95
3873,10.70.0.227,Ribtiel->Robobot Prism (10.70.0.227) - snowisp-robobot-ribtiel,22,95
3874,10.36.15.18,Groenvlei PtP UBNT (10.36.15.18) - snowisp-ribtiel-Brackenfell-NM5,22,95
3875,10.36.15.27,Liebenberg Logistics PtP Prism (10.36.15.27) - snowisp-ribtiel-lieben-ptp,22,95
3876,10.36.15.4,Ribtiel Zeven Onder AC (10.36.15.4) - snowisp-ribtiel-zeven-onder,22,95
3877,192.168.43.5,Simonsberg Stb dist 1 Prism (43.5) - snowisp-stellenbosch,22,101
3878,192.168.43.249,Simonsberg MidGain Paarl Prism (43.249) - snowisp-sim-flat,22,101
3879,192.168.43.7,Simonsberg Stb dist 2 Prism (43.7) - snowisp-stellenbosch2,22,101
3880,10.36.62.253,Distell Horn Prism (10.36.62.253) -  snowisp-distell,22,101
3881,192.168.43.16,snowisp-simons-stellies3 (43.16) Prism,22,101
3882,192.168.43.9,Simonsberg Paarl2 Prism (43.9) - snowisp-sim-dist5,22,101
3883,192.168.43.12,Intratec PtP Prism (43.12) - snowisp-intratec-ptp,22,101
3884,10.36.62.254,Distell Prism (10.36.62.254) - snowisp-distell,22,101
3885,192.168.43.17,snowisp-simons-stellies4 (43.17) Prism,22,101
3886,192.168.36.5,snowisp-simons-74.14deg-4.03tilt (36.5) Prism,22,101
3887,192.168.43.4,Simonsberg Paarl1 Prism (43.4) - snowisp-sim-dist4,22,101
3888,10.36.69.4,snowisp-sbhs-sec2 (10.36.69.4) Prism,22,103
3889,192.168.82.106,82.106 - UVM_MAC,22,117
3890,192.168.80.90,80.90 - UVM ROC AC,22,117
3891,192.168.82.80,snowisp-uva-wineryrd-sec (82.80) Prism Horn,22,117
3892,192.168.80.91,80.91 - Kar Roc AC,22,117
3893,10.36.59.10,Intellichem PtP PB5AC (10.36.59.10) - snowisp-ptp-intellichem,22,117
3894,192.168.82.52,82.52 - Ouderberg Farm PB AC,22,117
3895,192.168.82.106,WOZ_UVM_MAC,22,117
3896,192.168.33.24,Lebonheur Cottages dist Prism (33.24) - snowisp-wies-lebonheur,22,128
3897,192.168.33.4,Wiesenhof Klapmuts Prism (33.4) - snowisp-wies-klap,22,128
3898,10.72.1.8,FAB Hire PtP Prism (10.72.1.8) - snowisp-zand-fabhire-ptp,22,133
3899,10.72.1.5,Zandwyk Sec 2 Prism (10.72.1.5) - Zandwyk-dist2,22,133
3900,10.72.1.52,fabhire@snowisp.com (10.72.1.52) PowerBeam AC,22,133
3901,10.72.1.9,snowisp-ACSec-PtP (10.72.1.9),22,133
3902,10.36.40.5,Zorgvliet Midgain Prism (10.36.40.5) - snowisp-zorg-ubnt,22,135
3903,10.36.36.14,snowisp-thedunes-ptp (10.36.36.14) NB5AC,22,137
3904,10.36.50.67,Roodeberg->Lake Michelle Prism (10.36.50.67) - snowisp-LM,22,137
3905,10.36.56.4,snowisp-smartie-sec2 (10.36.56.4) Prism AC45,22,142
3906,10.36.56.3,snowisp-smartie-sec1 (10.36.56.3) Prism AC45,22,142
3907,10.36.67.3,snowisp-welcomeglen-sec1 (10.36.67.3) Prism,22,1016
3908,10.36.67.4,snowisp-welcomeglen-sec2 (10.36.67.4) Prism,22,1016
3909,10.36.30.4,Gbay1 Horn1 Prism (10.36.30.4) - snowisp-gbay1,22,1026
3910,10.71.0.35,Glencairn 2->Percy Holmes Prism (10.71.0.35) - snowisp-bb-percy-glencairn,22,1027
3911,192.168.77.4,Matoppi Franschhoek dist Prism (77.4) - snowisp,22,1033
3912,10.36.70.9,snowisp-picardie-sec4 (10.36.70.9) Prism,22,1039
3913,10.36.70.4,snowisp-picardie-sec1 (10.36.70.4) Prism,22,1039
3914,10.36.70.8,snowisp-picardie-sec3 (10.36.70.8) Prism,22,1039
3915,10.36.70.5,snowisp-picardie-sec2 (10.36.70.5) Prism,22,1039
3916,192.168.140.6,St Tropez 6 Prism (140.6) - snowisp-sttropaz-helderberg1,22,1045
3917,192.168.73.22,192.168.73.22 - WOZ_WGV_BEY - PRISM,22,1053
3918,192.168.74.2,74.2 - WGVHS3 ROC AC,22,1055
3919,192.168.74.3,74.3 - DAL ROC AC,22,1055
3920,10.130.2.11,Kriegler PtP Prism (10.130.2.11) - snowisp-witvlakte-kriegerl-ptp,22,1056
3921,10.36.0.66,Klipheuwel->Koeberg RapidFire (10.36.0.66) - snowisp-klip-koeberg,19,58
3922,10.36.0.59,Klipheuwel->Bottelary RapidFire (10.36.0.59) - snowisp-bot-klip,19,58
3923,10.41.0.146,Oukloof->Romansrivier RapidFire (10.41.0.146) - snowisp-bb-oukloof-romans,19,85
3924,10.36.50.51,Oukloof->Paardeberg RapidFire (10.36.50.51) - snowisp-paarde-oukloof-bb,19,85
3925,10.41.2.5,Oukloof->Ouplaas RapidFire (10.41.2.5) - snowisp-oukloof--ouplaas,19,85
3926,10.41.2.10,Ouplaas->Theronsberg RapidFire (10.41.2.10) - snowisp-bb-ouplaas-therons,19,86
3927,10.41.2.6,Ouplaas->Oukloof RapidFire (10.41.2.6) - snowisp-oukloof--ouplaas,19,86
3928,10.42.50.3,Paardeberg->Groenberg RapidFire (10.42.50.3) snowisp-groen-paarde,19,87
3929,10.36.50.50,Paardeberg->Oukloof RapidFire (10.36.50.50) - snowisp-paarde-oukloof-bb,19,87
3930,10.36.50.34,Paardeberg->Klipheuwel RapidFire (10.36.50.34) - snowisp-klip-paarde,19,87
3931,10.41.2.35,Pear->Theronsberg RapidFire (10.41.2.35) - snowisp-bb-pear,19,88
3932,10.122.0.2,Pokkraal->Vensterbank RapidFire (10.122.0.2) - snowisp-vensterbank-bb-pokkraal,19,92
3933,10.36.0.122,Ribbokkop->Clickatel RapidFire (10.36.0.122) - snowisp-bb-ribbok-click,19,94
3934,192.168.27.2,Ribbokkop->Blackheath RapidFire (27.2) - snowisp-ribbok-blackheath,19,94
3935,192.168.71.2,Ribbokkop->Marsubar RapidFire (71.2) - snowisp-rib-bb-mar,19,94
3936,10.36.0.203,Robobot->Block B RapidFire (10.36.0.203) - snowisp-cap-robobot,19,99
3937,10.41.0.147,Romansrivier->Oukloof RapidFire (10.41.0.147) - snowisp-bb-oukloof-romans,19,100
3938,10.71.0.194,Romansrivier->Wolesley RapidFire (10.71.0.194) - snowisp-romans-wolesley-bb,19,100
3939,192.168.46.2,Simonsberg->Philadelphia RapidFire (46.2) - snowisp-simonsberg-philadelphia,19,101
3940,10.36.50.131,Uva Mira->Croydon RapidFire (10.36.50.131) - snowisp-croydon-uva-bb,19,117
3941,10.36.50.131,10.36.50.131 - UVM > Croydon RF,19,117
3942,10.36.50.130,10.36.50.130 - Croydon > UVM RF,19,117
3943,10.41.2.19,Van Wyk->Theronsberg RapidFire (10.41.2.19) - snowisp-bb-vanwyk,19,118
3944,10.71.0.138,Vensterbank->Theronsberg Walter RapidFire (10.71.0.138) - snowisp-venster-therons,19,120
3945,10.42.50.50,Vensterbank->Langeberg RapidFire (10.42.50.50) - snowisp-venster-bb-langeberg,19,120
3946,10.122.0.3,Vensterbank->Pokkraal RapidFire (10.122.0.3) - snowisp-vensterbank-bb-pokkraal,19,120
3947,10.36.50.122,Vensterbank->Robertson POP RapidFire (10.36.50.122) - snowisp-venster-robertsonpop-bb,19,120
3948,10.122.0.10,Vensterbank->Witvlakte RapidFire (10.122.0.10) - snowisp-vensterbank-bb-witvlakte,19,120
3949,10.41.2.74,Vensterbank->Montagu RapidFire (10.41.2.74) - snowisp-bb-venster-montagu,19,120
3950,10.72.0.10,Zandwyk->Matoppi RapidFire (10.72.0.10) - snowisp-zand-mat,19,133
3951,10.72.0.18,Zandwyk->Du Toitskloof RapidFire (10.72.0.18) - snowisp-bb-dutoit,19,133
3952,10.70.0.66,Zorgvliet->Bartinney RapidFire (10.70.0.66) - snowisp-zorgvliet-bart,19,135
3953,192.168.159.253,Zorgvliet->Block D RapidFire (159.253) - snowisp-zorgvliet-rf,19,135
3954,10.71.0.131,Longlands->Block E RapidFire (10.71.0.131) - snowisp-blockE-long-bb,19,1007
3955,192.168.6.3,Akkerhof->Block B RapidFire (6.3) - snowisp-blockb-akker-bb,19,1020
3956,10.72.0.11,Matoppi->Zandwyk RapidFire (10.72.0.11) - snowisp-zand-mat,19,1033
3957,192.168.46.253,Philidelphia->Simonsberg RapidFire (46.253) - snowisp-simonsberg-philadelphia,19,1038
3958,10.36.50.123,Robertson POP->Vensterbank RapidFire (10.36.50.123) - snowisp-venster-robertsonpop-bb,19,1040
3959,192.168.54.108,Golf Club->Hydro RapidFire (54.108) - snowisp-hydro-golf-bb,19,1041
3960,10.125.0.3,Spier->Spier Relay RapidFire (10.125.0.3) - snowisp-spierRF,19,1043
3961,10.36.0.139,Spier Relay->Block E RapidFire (10.36.0.139) - snowisp-bb-spier2,19,1044
3962,10.125.0.2,Spier Relay->Spier RapidFire (10.125.0.2) - snowisp-spierRF,19,1044
3963,10.36.50.27,St Tropez->Drie Koppen RapidFire (10.36.50.27) - snowisp-driekoppen-sttropaz,19,1045
3964,10.41.2.11,Theronsberg->Ouplaas RapidFire (10.41.2.11) -  snowisp-bb-ouplaas-therons,19,1047
3965,10.41.2.34,Theronsberg->Pear RapidFire (10.41.2.34) - snowisp-bb-pear,19,1047
3966,10.41.2.18,Theronsberg->Van Wyk RapidFire (10.41.2.18) - snowisp-bb-vanwyk,19,1047
3967,10.71.0.139,Theronsberg Walter->Vensterbank RapidFire (10.71.0.139) - snowisp-venster-therons,19,1048
3968,10.122.0.11,Witvlakte->Vensterbank RapidFire (10.122.0.11) - snowisp-vensterbank-bb-witvlakte,19,1056
3969,10.71.0.195,Wolesley->Romansrivier RapidFire (10.71.0.195) - snowisp-romans-wolesley-bb,19,1057
3970,10.71.0.122,Worcester N1->Galgeberg RapidFire (10.71.0.122) - snowisp-N1-galge-bb,19,131
3971,192.168.115.19,snowisp-oesnek-camsec2 (115.19),17,80
3972,192.168.115.6,snowisp-oesnek-camsec3 (115.6),17,80
3973,192.168.115.13,Snowball->Oesnek F200 (115.13) - snowisp-oesnek-camsec1,17,103
3974,10.36.70.7,snowisp-picardie-camsec2 (10.36.70.7),17,1039
3975,10.36.70.6,snowisp-picardie-camsec1 (10.36.70.6),17,1039
3976,192.168.140.8,snowisp-sttropaz-cam3 (140.8),17,1045
3977,192.168.140.13,snowisp-sttropez-cam4 (140.13),17,1045
3978,192.168.140.14,snowisp-sttropez-cam5 (140.14),17,1045
3979,192.168.140.11,snowisp-sttropaz-cam1 (140.11),17,1045
3980,192.168.140.12,snowisp-sttropaz-cam2 (140.12),17,1045
3981,10.75.0.2,Radwin (10.75.0.2),12,81
3982,10.75.0.43,Oranjefontein->Koebrg2 Radwin (10.75.0.43) - DMR-Oranje.Koeberg,12,83
3983,192.168.141.202,Simon Rosholt->Knorhoek Office UBNT (141.202),10,26
3984,192.168.89.25,89.25 - Kaya Complex PB,10,56
3985,10.36.44.199,10.36.44.199 - Wild Peacock Nano,10,56
3986,10.36.0.19,Jordan->Zone Sec Ligo (10.36.0.19) - snowisp-jordan-zone-bb,8,51
3987,10.36.0.83,Manor Mews->Oceanview Ligo (10.36.0.83) - snowisp-bb-ocean-imperial,8,66
3988,10.75.0.11,Onrus->Hanskop Ligo (10.75.0.11) - snowisp-hans-onrus,8,81
3989,10.158.0.3,Oukloof->Wiesenhof Ligo (10.158.0.3) - snowisp-wies-oukloof,8,85
3990,10.70.0.98,Paardeberg->Dirkie Uys Ligo (10.70.0.98) - snowisp-paarde-dirkie,8,87
3991,10.129.0.2,Pokkraal->Worcester N1 Ligo (10.129.0.2) - snowisp-worcestorm1-pokkraal,8,92
3992,10.70.0.234,Ribbokkop->Maastricht Ligo (10.70.0.234) - snowisp-bb-rib-maast,8,94
3993,192.168.103.2,Simonsberg->Old College Ligo (103.2) - snowisp-bb-simonsberg-oukol,8,101
3994,10.130.0.11,Werda->Witvlakte Ligo (10.130.0.11) - snowisp-bb-witvlakte,8,126
3995,192.168.33.14,Wiesenhof->Babylons Toren Ligo (33.14) - snowisp-wies-baby,8,128
3996,10.158.0.2,Wiesenhof->Oukloof Ligo (10.158.0.2) - snowisp-wies-oukloof,8,128
3997,192.168.33.15,Babylons Toren->Wiesenhof Ligo (33.15),8,128
3998,10.36.50.235,Welcome Glen->Glencairn Ligo (10.36.50.235) - snowisp-glen2-glenR,8,1016
3999,10.70.0.179,Fernwood->Manor Mews Ligo (10.70.0.179) - snowisp-manor-fern,8,1025
4000,192.168.103.253,Old College->Simonsberg Ligo (103.253) - snowisp-bb-simonsberg-oukol,8,1036
4001,10.36.70.10,Biodelta PtP Ligo (10.36.70.10) - snowisp-biodelta-ptp,8,1039
4002,10.36.70.11,biodelta@snowisp.com Ligo (10.36.70.11),8,1039
4003,10.36.50.138,Aleit2 PtP Ligo (10.36.50.138) - snowisp-tropez-aleit2-ptp,8,1045
4004,10.41.2.42,Theronsberg->Op Die Berg (Bokke) Ligo (10.41.2.42) - snowisp-bb-bokke,8,1047
4005,10.36.0.235,Touwsrivier->Witvlakte Ligo (10.36.0.235) - snowisp-bb-touwsrivier,8,1049
4006,10.70.0.147,Varkie->Bottelary Ligo (10.70.0.147) - bots-varkie,8,1050
4007,10.36.0.234,Witvlakte->Touwsrivier Ligo (10.36.0.234) - snowisp-bb-touwsrivier,8,1056
4008,10.130.0.10,Witvlakte->Werda Ligo (10.130.0.10) - snowisp-bb-witvlakte,8,1056
4009,10.36.0.18,Zone Sec->Jordan Ligo (10.36.0.18) - snowisp-jordan-zone-bb,8,1060
4010,10.36.0.26,Zone Sec->Muizenberg Ligo (10.36.0.26) - snowisp-bb-zone-muizen,8,1060
4011,10.150.0.3,Zone Sec->Constantia Price Drive Ligo (10.150.0.3) - snowisp-ott-bb-pd,8,1060
4012,10.129.0.3,Worcester N1->Pokkraal Ligo (10.129.0.3) - snowisp-worcestorm1-pokkraal,8,131
4013,10.70.0.83,CWDM Trappe->Worcester NNI Ligo (10.70.0.83) - snowisp-nni-trappies-ptp,8,132
4014,10.70.0.82,Worcester NNI->CWDM Trappe Ligo (10.70.0.82) - snowisp-nni-trappies-ptp,8,132
4015,10.159.0.3,Worcester NNI->Hawekwa Ligo (10.159.0.3) - snowisp-hawekwa-bb-nn,8,132
4016,192.168.101.13,Onrus Cisco (101.13),7,81
4017,192.168.101.14,Kleinbaai Cisco (101.14),7,1031
4018,192.168.101.9,Vredenburg Cisco (101.9),7,1051
4019,10.70.0.187,Pokkraal->Worcester NNI Microwave (10.70.0.187),5,92
4020,10.36.0.107,Ribbokkop->Block B Microwave (10.36.0.107),5,94
4021,192.168.59.3,Simonsberg->Du Toitskloof Microwave (59.3),5,101
4022,10.130.0.3,Simonsberg->Matoppi Microwave (10.130.0.3),5,101
4023,10.71.0.50,Simonsberg->Block D Microwave (10.71.0.50),5,101
4024,10.71.200.2,Simonsberg->Paarl POP Microwave (10.71.200.2),5,101
4025,192.168.11.11,192.168.11.11 - UVM > USN G SAIE 17ghz (41/42),5,117
4026,192.168.11.10,192.168.11.10 - USN G > UVM SAIE 17ghz (41/42),5,117
4027,10.71.200.11,Wiesenhof->Groenberg Siae17GHz (10.71.200.11),5,128
4028,10.156.0.2,Wiesenhof->Block B Microwave (10.156.0.2),5,128
4029,10.71.0.43,Villa Italia->LaFarge Microwave (10.71.0.43),5,1009
4030,10.71.200.3,Paarl POP->Simonsberg Microwave (10.71.200.3),5,1018
4031,192.168.11.2,Bottelary 2 WGV SIAE (192.168.11.2),5,1021
4032,10.71.200.26,Old College->Gustrouw Siae17GHz (10.71.200.26),5,1036
4033,10.70.0.59,Spier->Spier Relay Microwave (10.70.0.59),5,1043
4034,10.70.0.58,Spier Relay->Spier Microwave(10.70.0.58),5,1044
4035,10.70.0.154,Spier Relay->Block E Microwave (10.70.0.154),5,1044
4036,10.36.0.163,St Tropez->Helderberg Microwave (10.36.0.163),5,1045
4037,192.168.80.163,80.163 - WGV 17ghz SAIE,5,1055
4038,192.168.80.161,80.161 - WISH GW,5,1055
4039,192.168.80.162,80.162 - WOZ 17ghz SAIE,5,1055
4040,10.70.0.186,Worcester NNI->Pokkraal Microwave (10.70.0.186),5,132
4041,10.31.11.126,Karibib Power Monitor (10.31.11.126),4,55
4042,10.157.0.254,Oukloof PM (10.157.0.254),4,85
4043,10.31.10.70,Power Monitor (10.31.10.70),4,87
4044,10.31.11.182,Pokkraal Power Monitor (10.31.11.182),4,92
4045,10.31.10.94,Power Monitor (10.31.10.94),4,99
4046,192.168.43.8,Simonsberg Power Monitor & WiFi (43.8),4,101
4047,10.40.0.198,Power Monitor (10.40.0.198),4,118
4048,10.72.1.254,Power Monitor (10.72.1.254),4,133
4049,10.31.11.82,Longlands Power Monitor (10.31.11.82),4,1007
4050,10.31.10.198,Power Monitor (10.31.10.198),4,1038
4051,10.31.11.150,Spier Relay Power Monitor (10.31.11.150),4,1044
4052,10.41.1.46,Power Monitor (10.41.1.46),4,1047
4053,10.31.10.158,Power Monitor (10.31.10.158),4,1049
4054,10.35.200.12,10.35.200.12 - PVT Controller (Canary) (PPP),4,1054
4055,10.31.12.50,Power Monitor (10.31.12.50),4,1056
4056,10.41.0.50,Delheim 3.5 TS1 (10.41.0.50),3,26
4057,10.36.19.2,Malslang 5.8 TS1 (10.36.19.2),3,65
4058,10.36.6.2,Manor Mews TS1 (10.36.6.2),3,66
4059,10.157.0.250,Oukloof 5.8 TS2 (10.157.0.250),3,85
4060,10.157.0.2,Oukloof TS1 (10.157.0.2),3,85
4061,10.41.1.162,Paardeberg 3.5 TS1 (10.41.1.162),3,87
4062,10.36.71.2,Paardeberg 5.8 TS1 (10.36.71.2),3,87
4063,10.41.1.67,Pear 5.8 TS1 (10.41.1.67),3,88
4064,10.41.0.178,Pokkraal 3.5 TS (10.41.0.178),3,92
4065,192.168.87.9,Ribbokkop TS 1 (87.9),3,94
4066,192.168.87.7,Ribbokkop TS 2 (87.7),3,94
4067,10.36.15.3,Ribtiel 5.8 TS2 (10.36.15.3),3,95
4068,10.36.15.2,Ribtiel 5.8 TS1 (10.36.15.2),3,95
4069,10.41.1.26,Van Wyk 5.8 TS1 (10.41.1.26),3,118
4070,10.41.1.34,Van Wyk 3.5 TS1 (10.41.1.34),3,118
4071,10.36.40.2,Zorgvliet TS (10.36.40.2),3,135
4072,10.36.36.2,Roodeberg 5.8 TS1 (10.36.36.2),3,137
4073,10.36.36.254,Roodeberg 5.8 TS2 (10.36.36.254),3,137
4074,10.36.56.2,Smartie TS (10.36.56.2),3,142
4075,10.36.58.2,Warehouse TS (10.36.58.2),3,1010
4076,10.36.67.2,Welcome Glen 5.8 TS1 (10.36.67.2),3,1016
4077,192.168.77.13,Matoppi 5.8 TS2 (77.13),3,1033
4078,192.168.90.71,Nooitgedacht C TS 2 (90.71),3,1034
4079,192.168.102.2,Old College TS (102.2),3,1036
4080,10.41.2.122,Picardie 3.5 TS1 (10.41.2.122),3,1039
4081,10.36.52.2,Spier Relay TS1 (10.36.52.2),3,1044
4082,192.168.49.2,St Tropez TS1 (49.2),3,1045
4083,10.41.0.98,St Tropez 3.5 TS1 (10.41.0.98),3,1045
4084,192.168.49.3,St Tropez TS3 (49.3),3,1045
4085,192.168.49.4,St Tropez TS2 (49.4),3,1045
4086,10.36.61.2,St Tropez TS4 (10.36.61.2),3,1045
4087,10.41.1.42,Theronsberg 5.8 TS1 (10.41.1.42),3,1047
4088,10.41.1.50,Theronsberg 3.5 TS1 (10.41.1.50),3,1047
4089,10.36.16.2,Touwsrivier 5.8 TS1 (10.36.16.2),3,1049
4090,10.36.16.3,Touwsrivier 3.5 TS1 (10.36.16.3),3,1049
4091,10.36.21.2,Varkie 5.8 TS1 (10.36.21.2),3,1050
4092,10.36.21.3,Varkie 5.8 TS2 (10.36.21.3),3,1050
4093,10.41.1.242,Varkie 3.5 TS1 (10.41.1.242),3,1050
4094,10.130.2.3,Witvlakte 5.8 TS1 (10.130.2.3),3,1056
4095,10.41.2.114,Witvlakte 3.5 TS1 (10.41.2.114),3,1056
4096,10.36.1.2,Zone Sec TS (10.36.1.2),3,1060
4097,10.42.17.2,Worcester N1 5.8 TS1 (10.42.17.2),3,131
4098,10.130.1.2,Worcester N1 3.5 TS1 (10.130.1.2),3,131
4099,192.168.114.2,Worcester NNI 5.8 TS1 (114.2),3,132
4100,10.42.3.196,Worcester NNI 3.5 TS1 (10.42.3.196),3,132
4101,10.36.9.7,Absa dist 3 (10.36.9.7) - snowisp-absa-dist3,2,2
4102,192.168.93.249,Kylemore Horn UBNT (93.249) - snowisp-kylemore-horn,2,7
4103,10.142.0.3,Bartinney->Jonkershoek UBNT (10.142.0.3) - snowisp-bb-bar-jonk,2,7
4104,10.41.1.180,Snowisp-Bonnievale-Dist-Sec2 (10.41.1.180) RM3,2,11
4105,10.36.20.6,Dirkie Uys Dist 4 (10.36.20.6) - snowisp-dirkie-4,2,27
4106,10.36.5.21,capepine4@snowisp.com UBNT (10.36.5.21),2,50
4107,10.36.41.4,Pniel Horn UBNT (10.36.41.4) - snowisp-jonkers-pnielhorn,2,50
4108,192.168.89.100,89.100 - snowisp-kaya-sec2,2,56
4109,10.36.3.4,snowisp-sec2-so-klipheuwel UBNT (10.36.3.4),2,58
4110,10.36.3.12,vernon.prins@snowisp.com UBNT (10.36.3.12),2,58
4111,192.168.126.145,sanlamprivatewealth@snowisp.com UBNT (126.145),2,64
4112,10.36.19.3,Malslang Dist 1 UBNT (10.36.19.3) - snowisp-malslang-1,2,65
4113,10.36.6.4,Manor Mews dist 2 (10.36.6.4) - snowisp-mews-dist2,2,66
4114,10.36.6.8,Phoenix PtP UBNT (10.36.6.8) - snowisp-phoenix-ptp,2,66
4115,10.120.0.2,Marsubar->Jordan UBNT (10.120.0.2) - Marsubar-Jordan-Link,2,68
4116,10.36.31.4,Marsubar Plattekloof UBNT (31.4) - snowhero-masubar-plattekloof,2,68
4117,192.168.166.254,Octo Place 2.4 dist UBNT (166.254) - snowisp-octo-ubnt,2,79
4118,192.168.166.250,matogencorporatewebdevelopment@snowisp.com UBNT (166.250),2,79
4119,192.168.115.203,UBNT (115.203) - snowisp-oesnek-1,2,80
4120,192.168.115.10,Renish PtP UBNT (115.10) - snowisp-renish-ptp,2,80
4121,192.168.115.251,jfhillebrand.stboffice@snowisp.com UBNT (115.251),2,80
4122,10.75.0.50,Oranjefontein->Swartbergsvlei UBNT (10.75.0.50) - DMR-Kapok-Swart,2,83
4123,10.157.0.9,Oukloof Sec 3 (10.157.0.9) - snowisp-oukloof-tulbagh,2,85
4124,10.157.0.5,Oukloof Sec 2 (10.157.0.5) - snowisp-oukloof,2,85
4125,10.157.0.4,Sector 2 Gouda Sec 3.5 (10.157.0.4) - snowisp-gouda,2,85
4126,10.157.0.3,Sector 1 Sharon Sec 3.5 (10.157.0.3) - snowisp-sharon,2,85
4127,10.157.0.6,Oukloof Sec 1 (10.157.0.6) - snowisp-oukloof1,2,85
4128,10.157.0.7,Wolwekloof PtP UBNT (10.157.0.7) - snowisp-oukloof-wolwekloof,2,85
4129,10.157.0.10,snowisp-oukloof-midgain (10.157.0.10),2,85
4130,10.41.1.19,3.5 Dist1 (10.41.1.19) - snowisp-ouplaas-dist1,2,86
4131,10.41.1.12,Ouplaas UBNT 2 (10.41.1.12) - snowisp-ouplaas-dist2,2,86
4132,10.41.1.20,3.5 Dist2 (10.41.1.20) - snowisp-ouplaas-dist2,2,86
4133,10.41.2.4,Ouplaas RB3011 (10.41.2.4),2,86
4134,10.41.1.11,Ouplaas UBNT 1 (10.41.1.11) - snowisp-ouplaas-dist1,2,86
4135,10.41.1.163,Groenberg 3.5 Sec (10.41.1.163) - snowisp-paarde-groen,2,87
4136,10.41.1.164,Hermon 3.5 Sec (10.41.1.164) - snowisp-paarde-hermon,2,87
4137,10.36.71.3,snowisp-paardeberg -sec1 (10.36.71.3),2,87
4138,10.36.71.4,snowisp-paardeberg-sec2 (10.36.71.4),2,87
4139,10.41.1.165,Paardeberg 5.8 dist (10.41.1.165) - snowisp-fynbos,2,87
4140,10.36.35.10,snowisp-paarde-alwenasmit-ptp (10.36.35.10) PB,2,87
4141,10.41.1.71,Pear UBNT 4 (10.41.1.71) - snowisp-pear-dist4,2,88
4142,10.41.1.70,Pear UBNT 3 (10.41.1.70) - snowisp-pear-dist3,2,88
4143,10.41.1.83,Pear 3.5 dist 1 (10.41.1.83) - snowisp-pear dist1,2,88
4144,10.41.1.84,Pear 3.5 dist 2 (10.41.1.84) - snowisp-pear-dist2,2,88
4145,10.41.1.68,Pear UBNT 1 (10.41.1.68) - snow-isp-pear-dist1,2,88
